# Team 0: Quantum Bluff, Team 1: LeTeam
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
129,Pre-Flop,1,85,-85,FOLD,0,"['7h', 'Ah']","['4s', '7s']","['7d', '4h']",,,1,1
130,Pre-Flop,0,86,-86,RAISE,2,"['8h', '5d']","['3h', 'Ah']","['6h', '3d']",,,1,1
130,Pre-Flop,1,86,-86,FOLD,0,"['8h', '5d']","['3h', 'Ah']","['6h', '3d']",,,2,2
131,Pre-Flop,1,88,-88,FOLD,0,"['6d', '9s']","['7h', '8h']","['3d', 'Ad']",,,1,1
132,Pre-Flop,0,89,-89,RAISE,2,"['7s', 'Ad']","['9h', '8d']","['5d', 'Ah']",,,1,1
132,Pre-Flop,1,89,-89,FOLD,0,"['7s', 'Ad']","['9h', '8d']","['5d', 'Ah']",,,2,2
133,Pre-Flop,1,91,-91,FOLD,0,"['9s', '2h']","['3d', '4d']","['9d', '3h']",,,1,1
134,Pre-Flop,0,92,-92,CALL,0,"['9s', '9d']","['7s', '8h']","['Ad', '3h']",,,1,1
134,Pre-Flop,1,92,-92,CHECK,0,"['9s', '9d']","['7s', '8h']","['Ad', '3h']",,,2,2
134,Flop,0,92,-92,CHECK,0,"['9s', '9d']","['7s', '8h']","['Ad', '3h', '2s']",,,2,2
134,Flop,1,92,-92,CHECK,0,"['9s', '9d']","['7s', '8h']","['Ad', '3h', '2s']",,,2,2
134,Turn,0,92,-92,CHECK,0,"['9s', '9d']","['7s', '8h']","['Ad', '3h', '2s', '5s']",,,2,2
134,Turn,1,92,-92,CHECK,0,"['9s', '9d']","['7s', '8h']","['Ad', '3h', '2s', '5s']",,,2,2
134,River,0,92,-92,CHECK,0,"['9s', '9d']","['7s', '8h']","['Ad', '3h', '2s', '5s', '8d']",,,2,2
134,River,1,92,-92,CHECK,0,"['9s', '9d']","['7s', '8h']","['Ad', '3h', '2s', '5s', '8d']",,,2,2
135,Pre-Flop,1,94,-94,RAISE,98,"['3h', '7h']","['As', '7s']","['9s', '8d']",,,1,1
135,Pre-Flop,0,94,-94,FOLD,0,"['3h', '7h']","['As', '7s']","['9s', '8d']",,,2,2
136,Pre-Flop,0,92,-92,RAISE,2,"['4s', '6d']","['5d', '7s']","['6h', 'Ad']",,,1,1
136,Pre-Flop,1,92,-92,FOLD,0,"['4s', '6d']","['5d', '7s']","['6h', 'Ad']",,,2,2
137,Pre-Flop,1,94,-94,FOLD,0,"['4s', '5d']","['7d', '2s']","['9d', 'Ah']",,,1,1
138,Pre-Flop,0,95,-95,RAISE,2,"['5h', '6h']","['9d', 'Ah']","['3d', '9s']",,,1,1
138,Pre-Flop,1,95,-95,FOLD,0,"['5h', '6h']","['9d', 'Ah']","['3d', '9s']",,,2,2
139,Pre-Flop,1,97,-97,FOLD,0,"['7h', '9h']","['4d', '7d']","['8s', '5h']",,,1,1
140,Pre-Flop,0,98,-98,RAISE,2,"['4d', '9s']","['7h', 'As']","['2h', '8d']",,,1,1
140,Pre-Flop,1,98,-98,FOLD,0,"['4d', '9s']","['7h', 'As']","['2h', '8d']",,,2,2
141,Pre-Flop,1,100,-100,FOLD,0,"['9s', '7h']","['5d', 'Ad']","['6h', '2h']",,,1,1
142,Pre-Flop,0,101,-101,RAISE,2,"['3h', '4d']","['8s', '6h']","['5h', '7s']",,,1,1
142,Pre-Flop,1,101,-101,FOLD,0,"['3h', '4d']","['8s', '6h']","['5h', '7s']",,,2,2
143,Pre-Flop,1,103,-103,FOLD,0,"['3h', '9s']","['9h', '4d']","['2h', '2s']",,,1,1
144,Pre-Flop,0,104,-104,RAISE,2,"['8d', '6s']","['8h', 'Ah']","['4s', '7s']",,,1,1
144,Pre-Flop,1,104,-104,CALL,0,"['8d', '6s']","['8h', 'Ah']","['4s', '7s']",,,2,2
144,Flop,0,104,-104,RAISE,4,"['8d', '6s']","['8h', 'Ah']","['4s', '7s', 'As']",,,4,4
144,Flop,1,104,-104,CALL,0,"['8d', '6s']","['8h', 'Ah']","['4s', '7s', 'As']",,,4,4
144,Turn,0,104,-104,CHECK,0,"['8d', '6s']","['8h', 'Ah']","['4s', '7s', 'As', '3d']",,,8,8
144,Turn,1,104,-104,CHECK,0,"['8d', '6s']","['8h', 'Ah']","['4s', '7s', 'As', '3d']",,,8,8
144,River,0,104,-104,CHECK,0,"['8d', '6s']","['8h', 'Ah']","['4s', '7s', 'As', '3d', '8s']",,,8,8
144,River,1,104,-104,CHECK,0,"['8d', '6s']","['8h', 'Ah']","['4s', '7s', 'As', '3d', '8s']",,,8,8
145,Pre-Flop,1,112,-112,FOLD,0,"['4s', '4h']","['5d', '9d']","['Ad', '2h']",,,1,1
146,Pre-Flop,0,113,-113,RAISE,2,"['8d', '7h']","['4s', '3s']","['9h', '9d']",,,1,1
146,Pre-Flop,1,113,-113,FOLD,0,"['8d', '7h']","['4s', '3s']","['9h', '9d']",,,2,2
147,Pre-Flop,1,115,-115,FOLD,0,"['9h', '3s']","['3h', '4h']","['7d', '7s']",,,1,1
148,Pre-Flop,0,116,-116,RAISE,2,"['7d', '4d']","['9s', '7s']","['6s', '5h']",,,1,1
148,Pre-Flop,1,116,-116,FOLD,0,"['7d', '4d']","['9s', '7s']","['6s', '5h']",,,2,2
149,Pre-Flop,1,118,-118,FOLD,0,"['6d', '3d']","['5s', '3h']","['Ad', '5d']",,,1,1
150,Pre-Flop,0,119,-119,RAISE,2,"['8s', '7d']","['8h', 'Ah']","['4h', 'As']",,,1,1
150,Pre-Flop,1,119,-119,CALL,0,"['8s', '7d']","['8h', 'Ah']","['4h', 'As']",,,2,2
150,Flop,0,119,-119,DISCARD,0,"['8s', '7d']","['8h', 'Ah']","['4h', 'As', '4s']",,,4,4
150,Flop,0,119,-119,CHECK,0,"['6s', '7d']","['8h', 'Ah']","['4h', 'As', '4s']",8s,,4,4
150,Flop,1,119,-119,CHECK,0,"['6s', '7d']","['8h', 'Ah']","['4h', 'As', '4s']",8s,,4,4
150,Turn,0,119,-119,CHECK,0,"['6s', '7d']","['8h', 'Ah']","['4h', 'As', '4s', '2s']",8s,,4,4
150,Turn,1,119,-119,CHECK,0,"['6s', '7d']","['8h', 'Ah']","['4h', 'As', '4s', '2s']",8s,,4,4
150,River,0,119,-119,CHECK,0,"['6s', '7d']","['8h', 'Ah']","['4h', 'As', '4s', '2s', '5h']",8s,,4,4
150,River,1,119,-119,CHECK,0,"['6s', '7d']","['8h', 'Ah']","['4h', 'As', '4s', '2s', '5h']",8s,,4,4
151,Pre-Flop,1,115,-115,FOLD,0,"['8h', '9d']","['Ad', '2s']","['7s', '9h']",,,1,1
152,Pre-Flop,0,116,-116,FOLD,0,"['7d', '2h']","['6d', '8d']","['8s', '7s']",,,1,1
153,Pre-Flop,1,115,-115,FOLD,0,"['7s', '2h']","['Ah', '9d']","['9h', '4h']",,,1,1
154,Pre-Flop,0,116,-116,RAISE,2,"['6h', '2h']","['5h', '5s']","['7d', '4d']",,,1,1
154,Pre-Flop,1,116,-116,FOLD,0,"['6h', '2h']","['5h', '5s']","['7d', '4d']",,,2,2
155,Pre-Flop,1,118,-118,FOLD,0,"['5s', '5h']","['7d', 'Ah']","['4s', '6s']",,,1,1
156,Pre-Flop,0,119,-119,RAISE,2,"['2d', 'As']","['5h', '6d']","['5s', '3d']",,,1,1
156,Pre-Flop,1,119,-119,FOLD,0,"['2d', 'As']","['5h', '6d']","['5s', '3d']",,,2,2
157,Pre-Flop,1,121,-121,FOLD,0,"['2h', '9d']","['5h', '2s']","['Ah', '9s']",,,1,1
158,Pre-Flop,0,122,-122,RAISE,2,"['As', '9d']","['7h', '5s']","['4d', '6d']",,,1,1
158,Pre-Flop,1,122,-122,FOLD,0,"['As', '9d']","['7h', '5s']","['4d', '6d']",,,2,2
159,Pre-Flop,1,124,-124,FOLD,0,"['2d', '3d']","['Ah', '3s']","['6h', '5s']",,,1,1
160,Pre-Flop,0,125,-125,RAISE,2,"['7d', '7s']","['2d', '8h']","['3h', '4h']",,,1,1
160,Pre-Flop,1,125,-125,FOLD,0,"['7d', '7s']","['2d', '8h']","['3h', '4h']",,,2,2
161,Pre-Flop,1,127,-127,RAISE,98,"['8d', 'Ah']","['Ad', '7d']","['3s', '6d']",,,1,1
161,Pre-Flop,0,127,-127,CALL,0,"['8d', 'Ah']","['Ad', '7d']","['3s', '6d']",,,2,2
161,Flop,1,127,-127,CHECK,0,"['8d', 'Ah']","['Ad', '7d']","['3s', '6d', '3d']",,,100,100
161,Flop,0,127,-127,CHECK,0,"['8d', 'Ah']","['Ad', '7d']","['3s', '6d', '3d']",,,100,100
161,Turn,1,127,-127,CHECK,0,"['8d', 'Ah']","['Ad', '7d']","['3s', '6d', '3d', '5d']",,,100,100
161,Turn,0,127,-127,CHECK,0,"['8d', 'Ah']","['Ad', '7d']","['3s', '6d', '3d', '5d']",,,100,100
161,River,1,127,-127,CHECK,0,"['8d', 'Ah']","['Ad', '7d']","['3s', '6d', '3d', '5d', 'As']",,,100,100
161,River,0,127,-127,CHECK,0,"['8d', 'Ah']","['Ad', '7d']","['3s', '6d', '3d', '5d', 'As']",,,100,100
162,Pre-Flop,0,27,-27,RAISE,2,"['8d', '6d']","['3s', 'Ah']","['4h', '4s']",,,1,1
162,Pre-Flop,1,27,-27,FOLD,0,"['8d', '6d']","['3s', 'Ah']","['4h', '4s']",,,2,2
163,Pre-Flop,1,29,-29,FOLD,0,"['Ah', '9d']","['3d', '2d']","['9s', '7d']",,,1,1
164,Pre-Flop,0,30,-30,RAISE,2,"['3d', '5d']","['2s', '9h']","['6h', 'As']",,,1,1
164,Pre-Flop,1,30,-30,FOLD,0,"['3d', '5d']","['2s', '9h']","['6h', 'As']",,,2,2
165,Pre-Flop,1,32,-32,FOLD,0,"['5h', '2h']","['2d', '4h']","['6s', '8d']",,,1,1
166,Pre-Flop,0,33,-33,RAISE,2,"['7h', '8h']","['2s', '4s']","['2h', '6s']",,,1,1
166,Pre-Flop,1,33,-33,FOLD,0,"['7h', '8h']","['2s', '4s']","['2h', '6s']",,,2,2
167,Pre-Flop,1,35,-35,FOLD,0,"['3s', '5s']","['9h', '4d']","['2d', '3d']",,,1,1
168,Pre-Flop,0,36,-36,RAISE,2,"['4s', '8s']","['9d', '9s']","['7d', '5h']",,,1,1
168,Pre-Flop,1,36,-36,CALL,0,"['4s', '8s']","['9d', '9s']","['7d', '5h']",,,2,2
168,Flop,0,36,-36,DISCARD,0,"['4s', '8s']","['9d', '9s']","['7d', '5h', '9h']",,,4,4
168,Flop,0,36,-36,CHECK,0,"['4s', '8d']","['9d', '9s']","['7d', '5h', '9h']",8s,,4,4
168,Flop,1,36,-36,CHECK,0,"['4s', '8d']","['9d', '9s']","['7d', '5h', '9h']",8s,,4,4
168,Turn,0,36,-36,CHECK,0,"['4s', '8d']","['9d', '9s']","['7d', '5h', '9h', '2s']",8s,,4,4
168,Turn,1,36,-36,CHECK,0,"['4s', '8d']","['9d', '9s']","['7d', '5h', '9h', '2s']",8s,,4,4
168,River,0,36,-36,CHECK,0,"['4s', '8d']","['9d', '9s']","['7d', '5h', '9h', '2s', '3h']",8s,,4,4
168,River,1,36,-36,CHECK,0,"['4s', '8d']","['9d', '9s']","['7d', '5h', '9h', '2s', '3h']",8s,,4,4
169,Pre-Flop,1,32,-32,FOLD,0,"['4s', '7d']","['6s', '3h']","['2s', '5h']",,,1,1
170,Pre-Flop,0,33,-33,RAISE,2,"['2h', '8h']","['5s', '6d']","['2d', '6h']",,,1,1
170,Pre-Flop,1,33,-33,FOLD,0,"['2h', '8h']","['5s', '6d']","['2d', '6h']",,,2,2
171,Pre-Flop,1,35,-35,FOLD,0,"['8d', '8s']","['4d', '2s']","['6h', 'Ah']",,,1,1
172,Pre-Flop,0,36,-36,RAISE,2,"['8d', '6d']","['7s', '6h']","['5s', 'Ad']",,,1,1
172,Pre-Flop,1,36,-36,FOLD,0,"['8d', '6d']","['7s', '6h']","['5s', 'Ad']",,,2,2
173,Pre-Flop,1,38,-38,FOLD,0,"['7s', '5d']","['2h', '2s']","['9d', '4h']",,,1,1
174,Pre-Flop,0,39,-39,RAISE,2,"['3d', '6s']","['5d', '6h']","['5h', '5s']",,,1,1
174,Pre-Flop,1,39,-39,FOLD,0,"['3d', '6s']","['5d', '6h']","['5h', '5s']",,,2,2
175,Pre-Flop,1,41,-41,FOLD,0,"['6h', '2h']","['5d', '2s']","['As', '7h']",,,1,1
176,Pre-Flop,0,42,-42,RAISE,2,"['7d', 'Ad']","['2d', '3h']","['9d', '2s']",,,1,1
176,Pre-Flop,1,42,-42,FOLD,0,"['7d', 'Ad']","['2d', '3h']","['9d', '2s']",,,2,2
177,Pre-Flop,1,44,-44,FOLD,0,"['2d', '2s']","['3h', '7h']","['8d', '9h']",,,1,1
178,Pre-Flop,0,45,-45,RAISE,2,"['Ad', '4d']","['7d', '5d']","['As', '9h']",,,1,1
178,Pre-Flop,1,45,-45,FOLD,0,"['Ad', '4d']","['7d', '5d']","['As', '9h']",,,2,2
179,Pre-Flop,1,47,-47,FOLD,0,"['6s', '5s']","['2h', '2s']","['As', '3s']",,,1,1
180,Pre-Flop,0,48,-48,FOLD,0,"['6s', '2h']","['5s', '7h']","['5h', '9d']",,,1,1
181,Pre-Flop,1,47,-47,FOLD,0,"['Ad', '5d']","['6h', '8d']","['9d', '8h']",,,1,1
182,Pre-Flop,0,48,-48,RAISE,2,"['5h', '7h']","['9s', '3d']","['8d', 'Ad']",,,1,1
182,Pre-Flop,1,48,-48,FOLD,0,"['5h', '7h']","['9s', '3d']","['8d', 'Ad']",,,2,2
183,Pre-Flop,1,50,-50,FOLD,0,"['2h', '4h']","['3h', '8s']","['6h', '9h']",,,1,1
184,Pre-Flop,0,51,-51,RAISE,2,"['2h', '4h']","['7d', '8s']","['3s', '5s']",,,1,1
184,Pre-Flop,1,51,-51,FOLD,0,"['2h', '4h']","['7d', '8s']","['3s', '5s']",,,2,2
185,Pre-Flop,1,53,-53,FOLD,0,"['4h', '2d']","['8h', '3h']","['7d', '9h']",,,1,1
186,Pre-Flop,0,54,-54,RAISE,2,"['2d', 'Ah']","['7s', '5d']","['4d', '3s']",,,1,1
186,Pre-Flop,1,54,-54,FOLD,0,"['2d', 'Ah']","['7s', '5d']","['4d', '3s']",,,2,2
187,Pre-Flop,1,56,-56,FOLD,0,"['7s', '8s']","['2d', '5h']","['5s', '3s']",,,1,1
188,Pre-Flop,0,57,-57,RAISE,2,"['4h', '8s']","['Ad', '5h']","['4d', '7d']",,,1,1
188,Pre-Flop,1,57,-57,FOLD,0,"['4h', '8s']","['Ad', '5h']","['4d', '7d']",,,2,2
189,Pre-Flop,1,59,-59,FOLD,0,"['8s', '4h']","['5d', '3s']","['Ad', '3h']",,,1,1
190,Pre-Flop,0,60,-60,RAISE,2,"['Ah', '7h']","['8h', '2d']","['2h', '6h']",,,1,1
190,Pre-Flop,1,60,-60,FOLD,0,"['Ah', '7h']","['8h', '2d']","['2h', '6h']",,,2,2
191,Pre-Flop,1,62,-62,RAISE,98,"['Ad', '6d']","['8h', 'Ah']","['6s', '2h']",,,1,1
191,Pre-Flop,0,62,-62,CALL,0,"['Ad', '6d']","['8h', 'Ah']","['6s', '2h']",,,2,2
191,Flop,1,62,-62,CHECK,0,"['Ad', '6d']","['8h', 'Ah']","['6s', '2h', '7s']",,,100,100
191,Flop,0,62,-62,CHECK,0,"['Ad', '6d']","['8h', 'Ah']","['6s', '2h', '7s']",,,100,100
191,Turn,1,62,-62,CHECK,0,"['Ad', '6d']","['8h', 'Ah']","['6s', '2h', '7s', '2d']",,,100,100
191,Turn,0,62,-62,CHECK,0,"['Ad', '6d']","['8h', 'Ah']","['6s', '2h', '7s', '2d']",,,100,100
191,River,1,62,-62,CHECK,0,"['Ad', '6d']","['8h', 'Ah']","['6s', '2h', '7s', '2d', '3h']",,,100,100
191,River,0,62,-62,CHECK,0,"['Ad', '6d']","['8h', 'Ah']","['6s', '2h', '7s', '2d', '3h']",,,100,100
192,Pre-Flop,0,162,-162,RAISE,2,"['9d', '6d']","['4h', '9h']","['5h', '7h']",,,1,1
192,Pre-Flop,1,162,-162,FOLD,0,"['9d', '6d']","['4h', '9h']","['5h', '7h']",,,2,2
193,Pre-Flop,1,164,-164,FOLD,0,"['8d', '3s']","['3d', '2s']","['4d', '4h']",,,1,1
194,Pre-Flop,0,165,-165,RAISE,2,"['3d', '3s']","['7h', '5h']","['As', '8h']",,,1,1
194,Pre-Flop,1,165,-165,FOLD,0,"['3d', '3s']","['7h', '5h']","['As', '8h']",,,2,2
195,Pre-Flop,1,167,-167,FOLD,0,"['9h', '2h']","['Ad', '6h']","['7s', '3h']",,,1,1
196,Pre-Flop,0,168,-168,RAISE,2,"['3d', '3h']","['4d', 'Ah']","['3s', '6d']",,,1,1
196,Pre-Flop,1,168,-168,FOLD,0,"['3d', '3h']","['4d', 'Ah']","['3s', '6d']",,,2,2
197,Pre-Flop,1,170,-170,FOLD,0,"['8s', '7d']","['7h', '5h']","['8d', '5d']",,,1,1
198,Pre-Flop,0,171,-171,RAISE,2,"['2h', '4h']","['8h', '9d']","['Ah', '9h']",,,1,1
198,Pre-Flop,1,171,-171,FOLD,0,"['2h', '4h']","['8h', '9d']","['Ah', '9h']",,,2,2
199,Pre-Flop,1,173,-173,FOLD,0,"['4h', '2d']","['6d', '6s']","['8s', 'As']",,,1,1
200,Pre-Flop,0,174,-174,RAISE,2,"['As', '2h']","['6d', '8d']","['6h', '3h']",,,1,1
200,Pre-Flop,1,174,-174,FOLD,0,"['As', '2h']","['6d', '8d']","['6h', '3h']",,,2,2
201,Pre-Flop,1,176,-176,FOLD,0,"['7h', '4s']","['7d', 'Ah']","['3d', '2s']",,,1,1
202,Pre-Flop,0,177,-177,RAISE,2,"['9h', '4h']","['7d', '7s']","['4s', '4d']",,,1,1
202,Pre-Flop,1,177,-177,CALL,0,"['9h', '4h']","['7d', '7s']","['4s', '4d']",,,2,2
202,Flop,0,177,-177,RAISE,6,"['9h', '4h']","['7d', '7s']","['4s', '4d', 'Ad']",,,4,4
202,Flop,1,177,-177,CALL,0,"['9h', '4h']","['7d', '7s']","['4s', '4d', 'Ad']",,,4,4
202,Turn,0,177,-177,RAISE,20,"['9h', '4h']","['7d', '7s']","['4s', '4d', 'Ad', '8s']",,,10,10
202,Turn,1,177,-177,CALL,0,"['9h', '4h']","['7d', '7s']","['4s', '4d', 'Ad', '8s']",,,10,10
202,River,0,177,-177,RAISE,70,"['9h', '4h']","['7d', '7s']","['4s', '4d', 'Ad', '8s', 'Ah']",,,30,30
202,River,1,177,-177,CALL,0,"['9h', '4h']","['7d', '7s']","['4s', '4d', 'Ad', '8s', 'Ah']",,,30,30
203,Pre-Flop,1,277,-277,FOLD,0,"['3d', '5s']","['9s', '5h']","['2h', '3s']",,,1,1
204,Pre-Flop,0,278,-278,FOLD,0,"['2h', '6s']","['5d', '4d']","['8s', '7d']",,,1,1
205,Pre-Flop,1,277,-277,FOLD,0,"['2d', '3s']","['8h', '3d']","['4s', '9s']",,,1,1
206,Pre-Flop,0,278,-278,FOLD,0,"['2d', '3d']","['9d', '5s']","['8s', '8d']",,,1,1
207,Pre-Flop,1,277,-277,FOLD,0,"['4s', '9d']","['9s', '7d']","['5s', '2h']",,,1,1
208,Pre-Flop,0,278,-278,RAISE,2,"['4h', '7h']","['6s', '6h']","['As', '8h']",,,1,1
208,Pre-Flop,1,278,-278,FOLD,0,"['4h', '7h']","['6s', '6h']","['As', '8h']",,,2,2
209,Pre-Flop,1,280,-280,FOLD,0,"['3s', '9d']","['4d', '2h']","['2s', '7h']",,,1,1
210,Pre-Flop,0,281,-281,RAISE,2,"['9h', '2h']","['4d', 'As']","['5s', '5h']",,,1,1
210,Pre-Flop,1,281,-281,FOLD,0,"['9h', '2h']","['4d', 'As']","['5s', '5h']",,,2,2
211,Pre-Flop,1,283,-283,FOLD,0,"['5h', '7h']","['6d', '7d']","['3h', '4h']",,,1,1
212,Pre-Flop,0,284,-284,RAISE,2,"['Ah', '5h']","['As', '4d']","['2s', '3s']",,,1,1
212,Pre-Flop,1,284,-284,FOLD,0,"['Ah', '5h']","['As', '4d']","['2s', '3s']",,,2,2
213,Pre-Flop,1,286,-286,FOLD,0,"['2h', '5h']","['5d', '9h']","['9s', '7h']",,,1,1
214,Pre-Flop,0,287,-287,RAISE,2,"['As', '7h']","['4h', '4s']","['9h', '2s']",,,1,1
214,Pre-Flop,1,287,-287,FOLD,0,"['As', '7h']","['4h', '4s']","['9h', '2s']",,,2,2
215,Pre-Flop,1,289,-289,FOLD,0,"['2h', '7d']","['Ah', '2s']","['3d', '3s']",,,1,1
216,Pre-Flop,0,290,-290,RAISE,2,"['6d', '6h']","['5s', '3d']","['4d', '7d']",,,1,1
216,Pre-Flop,1,290,-290,FOLD,0,"['6d', '6h']","['5s', '3d']","['4d', '7d']",,,2,2
217,Pre-Flop,1,292,-292,FOLD,0,"['4h', 'As']","['7d', '4s']","['3h', '8d']",,,1,1
218,Pre-Flop,0,293,-293,RAISE,2,"['8d', 'As']","['6d', '7d']","['8h', '9h']",,,1,1
218,Pre-Flop,1,293,-293,FOLD,0,"['8d', 'As']","['6d', '7d']","['8h', '9h']",,,2,2
219,Pre-Flop,1,295,-295,FOLD,0,"['9h', '9d']","['2h', '7d']","['4s', '2d']",,,1,1
220,Pre-Flop,0,296,-296,FOLD,0,"['7h', '2s']","['5s', '4h']","['9s', '8s']",,,1,1
221,Pre-Flop,1,295,-295,FOLD,0,"['3d', '6h']","['4h', '9h']","['2h', '4d']",,,1,1
222,Pre-Flop,0,296,-296,RAISE,2,"['3h', '6s']","['2d', 'Ah']","['4d', '9s']",,,1,1
222,Pre-Flop,1,296,-296,FOLD,0,"['3h', '6s']","['2d', 'Ah']","['4d', '9s']",,,2,2
223,Pre-Flop,1,298,-298,FOLD,0,"['2h', '6d']","['9h', '7s']","['9d', '5h']",,,1,1
224,Pre-Flop,0,299,-299,RAISE,2,"['4d', 'Ah']","['5d', '6d']","['8h', '7h']",,,1,1
224,Pre-Flop,1,299,-299,FOLD,0,"['4d', 'Ah']","['5d', '6d']","['8h', '7h']",,,2,2
225,Pre-Flop,1,301,-301,FOLD,0,"['9d', '5d']","['3d', '9s']","['2s', '5h']",,,1,1
226,Pre-Flop,0,302,-302,RAISE,2,"['3s', '6s']","['5s', '3h']","['7d', '7h']",,,1,1
226,Pre-Flop,1,302,-302,FOLD,0,"['3s', '6s']","['5s', '3h']","['7d', '7h']",,,2,2
227,Pre-Flop,1,304,-304,FOLD,0,"['4d', '7d']","['3h', 'Ad']","['4s', 'As']",,,1,1
228,Pre-Flop,0,305,-305,RAISE,2,"['3d', '5s']","['9d', '6s']","['As', '9s']",,,1,1
228,Pre-Flop,1,305,-305,FOLD,0,"['3d', '5s']","['9d', '6s']","['As', '9s']",,,2,2
229,Pre-Flop,1,307,-307,RAISE,98,"['7s', '6h']","['7d', 'Ad']","['5h', '3h']",,,1,1
229,Pre-Flop,0,307,-307,CALL,0,"['7s', '6h']","['7d', 'Ad']","['5h', '3h']",,,2,2
229,Flop,1,307,-307,CHECK,0,"['7s', '6h']","['7d', 'Ad']","['5h', '3h', '9d']",,,100,100
229,Flop,0,307,-307,CHECK,0,"['7s', '6h']","['7d', 'Ad']","['5h', '3h', '9d']",,,100,100
229,Turn,1,307,-307,CHECK,0,"['7s', '6h']","['7d', 'Ad']","['5h', '3h', '9d', '8d']",,,100,100
229,Turn,0,307,-307,CHECK,0,"['7s', '6h']","['7d', 'Ad']","['5h', '3h', '9d', '8d']",,,100,100
229,River,1,307,-307,CHECK,0,"['7s', '6h']","['7d', 'Ad']","['5h', '3h', '9d', '8d', '4s']",,,100,100
229,River,0,307,-307,CHECK,0,"['7s', '6h']","['7d', 'Ad']","['5h', '3h', '9d', '8d', '4s']",,,100,100
230,Pre-Flop,0,407,-407,RAISE,2,"['9s', '2d']","['7s', 'Ad']","['3d', '6h']",,,1,1
230,Pre-Flop,1,407,-407,FOLD,0,"['9s', '2d']","['7s', 'Ad']","['3d', '6h']",,,2,2
231,Pre-Flop,1,409,-409,FOLD,0,"['As', '4h']","['6d', '7s']","['5s', '9d']",,,1,1
232,Pre-Flop,0,410,-410,RAISE,2,"['7h', 'Ah']","['7d', '2h']","['8d', 'Ad']",,,1,1
232,Pre-Flop,1,410,-410,FOLD,0,"['7h', 'Ah']","['7d', '2h']","['8d', 'Ad']",,,2,2
233,Pre-Flop,1,412,-412,FOLD,0,"['8h', '8d']","['5d', 'As']","['4d', '5h']",,,1,1
234,Pre-Flop,0,413,-413,RAISE,2,"['9d', '6h']","['9s', '8h']","['2d', '3d']",,,1,1
234,Pre-Flop,1,413,-413,FOLD,0,"['9d', '6h']","['9s', '8h']","['2d', '3d']",,,2,2
235,Pre-Flop,1,415,-415,FOLD,0,"['As', '8d']","['9s', '5h']","['7s', '8s']",,,1,1
236,Pre-Flop,0,416,-416,RAISE,2,"['As', '9h']","['9s', '9d']","['8d', '5s']",,,1,1
236,Pre-Flop,1,416,-416,CALL,0,"['As', '9h']","['9s', '9d']","['8d', '5s']",,,2,2
236,Flop,0,416,-416,CHECK,0,"['As', '9h']","['9s', '9d']","['8d', '5s', '5h']",,,4,4
236,Flop,1,416,-416,CHECK,0,"['As', '9h']","['9s', '9d']","['8d', '5s', '5h']",,,4,4
236,Turn,0,416,-416,CHECK,0,"['As', '9h']","['9s', '9d']","['8d', '5s', '5h', '4s']",,,4,4
236,Turn,1,416,-416,CHECK,0,"['As', '9h']","['9s', '9d']","['8d', '5s', '5h', '4s']",,,4,4
236,River,0,416,-416,CHECK,0,"['As', '9h']","['9s', '9d']","['8d', '5s', '5h', '4s', '7d']",,,4,4
236,River,1,416,-416,CHECK,0,"['As', '9h']","['9s', '9d']","['8d', '5s', '5h', '4s', '7d']",,,4,4
237,Pre-Flop,1,412,-412,FOLD,0,"['2s', '5s']","['7d', '8d']","['6h', '7s']",,,1,1
238,Pre-Flop,0,413,-413,RAISE,2,"['8h', 'Ah']","['2d', '7d']","['5d', '8d']",,,1,1
238,Pre-Flop,1,413,-413,FOLD,0,"['8h', 'Ah']","['2d', '7d']","['5d', '8d']",,,2,2
239,Pre-Flop,1,415,-415,FOLD,0,"['3s', '3h']","['6h', '5d']","['9h', '7h']",,,1,1
240,Pre-Flop,0,416,-416,FOLD,0,"['2h', '3h']","['4h', '2s']","['4s', '4d']",,,1,1
241,Pre-Flop,1,415,-415,FOLD,0,"['5d', '2d']","['8h', 'Ad']","['As', 'Ah']",,,1,1
242,Pre-Flop,0,416,-416,RAISE,2,"['2s', 'Ad']","['9h', '7d']","['4d', '2d']",,,1,1
242,Pre-Flop,1,416,-416,FOLD,0,"['2s', 'Ad']","['9h', '7d']","['4d', '2d']",,,2,2
243,Pre-Flop,1,418,-418,FOLD,0,"['3s', '6d']","['4s', 'Ah']","['9d', '7h']",,,1,1
244,Pre-Flop,0,419,-419,RAISE,2,"['6h', '7d']","['2s', '4d']","['4h', '5h']",,,1,1
244,Pre-Flop,1,419,-419,FOLD,0,"['6h', '7d']","['2s', '4d']","['4h', '5h']",,,2,2
245,Pre-Flop,1,421,-421,FOLD,0,"['Ah', '3h']","['7d', '5h']","['4s', '8h']",,,1,1
246,Pre-Flop,0,422,-422,RAISE,2,"['7h', '9h']","['2s', 'As']","['3h', '4s']",,,1,1
246,Pre-Flop,1,422,-422,FOLD,0,"['7h', '9h']","['2s', 'As']","['3h', '4s']",,,2,2
247,Pre-Flop,1,424,-424,FOLD,0,"['2d', '8s']","['4d', '4h']","['2h', '3d']",,,1,1
