# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
573,Pre-Flop,1,24365,-24365,CALL,0,"['4h', '2s']","['6s', '9d']","['9s', '7d']",,,1,1
573,Pre-Flop,0,24365,-24365,RAISE,98,"['4h', '2s']","['6s', '9d']","['9s', '7d']",,,2,2
573,Pre-Flop,1,24365,-24365,DISCARD,0,"['4h', '2s']","['6s', '9d']","['9s', '7d']",,,2,2
573,Pre-Flop,1,24365,-24365,CALL,0,"['4h', '2s']","['6h', '9d']","['9s', '7d']",,6s,2,2
573,Pre-Flop,0,24365,-24365,CHECK,0,"['4h', '2s']","['6h', '9d']","['9s', '7d']",,6s,100,100
573,Flop,1,24365,-24365,FOLD,0,"['4h', '2s']","['6h', '9d']","['9s', '7d', '5s']",,6s,100,100
574,Pre-Flop,0,24465,-24465,RAISE,98,"['3d', '2h']","['3s', '5s']","['7h', '5d']",,,1,1
574,Pre-Flop,1,24465,-24465,CALL,0,"['3d', '2h']","['3s', '5s']","['7h', '5d']",,,2,2
574,Flop,0,24465,-24465,CHECK,0,"['3d', '2h']","['3s', '5s']","['7h', '5d', '4s']",,,100,100
574,Flop,1,24465,-24465,FOLD,0,"['3d', '2h']","['3s', '5s']","['7h', '5d', '4s']",,,100,100
575,Pre-Flop,1,24565,-24565,RAISE,91,"['3h', '9s']","['6h', '2d']","['As', '3s']",,,1,1
575,Pre-Flop,0,24565,-24565,RAISE,7,"['3h', '9s']","['6h', '2d']","['As', '3s']",,,2,2
575,Pre-Flop,1,24565,-24565,CALL,0,"['3h', '9s']","['6h', '2d']","['As', '3s']",,,93,93
575,Pre-Flop,0,24565,-24565,CHECK,0,"['3h', '9s']","['6h', '2d']","['As', '3s']",,,100,100
575,Flop,1,24565,-24565,DISCARD,0,"['3h', '9s']","['6h', '2d']","['As', '3s', '5h']",,,100,100
575,Flop,1,24565,-24565,FOLD,0,"['3h', '9s']","['7h', '2d']","['As', '3s', '5h']",,6h,100,100
576,Pre-Flop,0,24665,-24665,RAISE,98,"['7d', '4h']","['9d', '6d']","['5s', '3h']",,,1,1
576,Pre-Flop,1,24665,-24665,DISCARD,0,"['7d', '4h']","['9d', '6d']","['5s', '3h']",,,2,2
576,Pre-Flop,1,24665,-24665,CALL,0,"['7d', '4h']","['4s', '6d']","['5s', '3h']",,9d,2,2
576,Flop,0,24665,-24665,CHECK,0,"['7d', '4h']","['4s', '6d']","['5s', '3h', '8s']",,9d,100,100
576,Flop,1,24665,-24665,FOLD,0,"['7d', '4h']","['4s', '6d']","['5s', '3h', '8s']",,9d,100,100
577,Pre-Flop,1,24765,-24765,CALL,0,"['8h', '9h']","['2d', 'Ad']","['7d', 'Ah']",,,1,1
577,Pre-Flop,0,24765,-24765,RAISE,98,"['8h', '9h']","['2d', 'Ad']","['7d', 'Ah']",,,2,2
577,Pre-Flop,1,24765,-24765,FOLD,0,"['8h', '9h']","['2d', 'Ad']","['7d', 'Ah']",,,2,2
578,Pre-Flop,0,24767,-24767,RAISE,98,"['2d', '2s']","['7h', '5s']","['9s', '9h']",,,1,1
578,Pre-Flop,1,24767,-24767,CALL,0,"['2d', '2s']","['7h', '5s']","['9s', '9h']",,,2,2
578,Flop,0,24767,-24767,CHECK,0,"['2d', '2s']","['7h', '5s']","['9s', '9h', '4d']",,,100,100
578,Flop,1,24767,-24767,DISCARD,0,"['2d', '2s']","['7h', '5s']","['9s', '9h', '4d']",,,100,100
578,Flop,1,24767,-24767,FOLD,0,"['2d', '2s']","['7h', '3h']","['9s', '9h', '4d']",,5s,100,100
579,Pre-Flop,1,24867,-24867,RAISE,92,"['8h', '2h']","['8s', '2d']","['2s', '7s']",,,1,1
579,Pre-Flop,0,24867,-24867,RAISE,6,"['8h', '2h']","['8s', '2d']","['2s', '7s']",,,2,2
579,Pre-Flop,1,24867,-24867,FOLD,0,"['8h', '2h']","['8s', '2d']","['2s', '7s']",,,94,94
580,Pre-Flop,0,24961,-24961,RAISE,98,"['3h', '5d']","['4s', '2s']","['6d', '4d']",,,1,1
580,Pre-Flop,1,24961,-24961,FOLD,0,"['3h', '5d']","['4s', '2s']","['6d', '4d']",,,2,2
581,Pre-Flop,1,24963,-24963,DISCARD,0,"['4h', '2d']","['5h', '4d']","['8h', '9s']",,,1,1
581,Pre-Flop,1,24963,-24963,CALL,0,"['4h', '2d']","['3h', '4d']","['8h', '9s']",,5h,1,1
581,Pre-Flop,0,24963,-24963,RAISE,98,"['4h', '2d']","['3h', '4d']","['8h', '9s']",,5h,2,2
581,Pre-Flop,1,24963,-24963,CALL,0,"['4h', '2d']","['3h', '4d']","['8h', '9s']",,5h,2,2
581,Pre-Flop,0,24963,-24963,CHECK,0,"['4h', '2d']","['3h', '4d']","['8h', '9s']",,5h,100,100
581,Flop,1,24963,-24963,FOLD,0,"['4h', '2d']","['3h', '4d']","['8h', '9s', '6s']",,5h,100,100
582,Pre-Flop,0,25063,-25063,RAISE,98,"['9h', '9d']","['3d', '2h']","['6h', '9s']",,,1,1
582,Pre-Flop,1,25063,-25063,FOLD,0,"['9h', '9d']","['3d', '2h']","['6h', '9s']",,,2,2
583,Pre-Flop,1,25065,-25065,DISCARD,0,"['5d', '4h']","['9h', 'Ad']","['7h', '6d']",,,1,1
583,Pre-Flop,1,25065,-25065,RAISE,49,"['5d', '4h']","['9d', 'Ad']","['7h', '6d']",,9h,1,1
583,Pre-Flop,0,25065,-25065,RAISE,49,"['5d', '4h']","['9d', 'Ad']","['7h', '6d']",,9h,2,2
583,Pre-Flop,1,25065,-25065,CALL,0,"['5d', '4h']","['9d', 'Ad']","['7h', '6d']",,9h,51,51
583,Pre-Flop,0,25065,-25065,CHECK,0,"['5d', '4h']","['9d', 'Ad']","['7h', '6d']",,9h,100,100
583,Flop,1,25065,-25065,FOLD,0,"['5d', '4h']","['9d', 'Ad']","['7h', '6d', '2d']",,9h,100,100
584,Pre-Flop,0,25165,-25165,RAISE,98,"['9d', '7d']","['3h', 'Ah']","['8h', '4d']",,,1,1
584,Pre-Flop,1,25165,-25165,FOLD,0,"['9d', '7d']","['3h', 'Ah']","['8h', '4d']",,,2,2
585,Pre-Flop,1,25167,-25167,FOLD,0,"['As', '4d']","['6d', '8s']","['5h', '4h']",,,1,1
586,Pre-Flop,0,25168,-25168,RAISE,98,"['Ad', 'As']","['5h', '6d']","['4d', '8h']",,,1,1
586,Pre-Flop,1,25168,-25168,FOLD,0,"['Ad', 'As']","['5h', '6d']","['4d', '8h']",,,2,2
587,Pre-Flop,1,25170,-25170,RAISE,13,"['As', '6s']","['4s', '9d']","['4d', '7h']",,,1,1
587,Pre-Flop,0,25170,-25170,RAISE,85,"['As', '6s']","['4s', '9d']","['4d', '7h']",,,2,2
587,Pre-Flop,1,25170,-25170,FOLD,0,"['As', '6s']","['4s', '9d']","['4d', '7h']",,,15,15
588,Pre-Flop,0,25185,-25185,RAISE,98,"['4d', '7s']","['Ah', '2h']","['3h', '2s']",,,1,1
588,Pre-Flop,1,25185,-25185,FOLD,0,"['4d', '7s']","['Ah', '2h']","['3h', '2s']",,,2,2
589,Pre-Flop,1,25187,-25187,DISCARD,0,"['8h', '4h']","['6h', '8d']","['As', '6s']",,,1,1
589,Pre-Flop,1,25187,-25187,FOLD,0,"['8h', '4h']","['2d', '8d']","['As', '6s']",,6h,1,1
590,Pre-Flop,0,25188,-25188,RAISE,98,"['8d', '9h']","['2s', 'As']","['Ah', '6h']",,,1,1
590,Pre-Flop,1,25188,-25188,DISCARD,0,"['8d', '9h']","['2s', 'As']","['Ah', '6h']",,,2,2
590,Pre-Flop,1,25188,-25188,CALL,0,"['8d', '9h']","['2s', '6d']","['Ah', '6h']",,As,2,2
590,Flop,0,25188,-25188,CHECK,0,"['8d', '9h']","['2s', '6d']","['Ah', '6h', '8s']",,As,100,100
590,Flop,1,25188,-25188,FOLD,0,"['8d', '9h']","['2s', '6d']","['Ah', '6h', '8s']",,As,100,100
591,Pre-Flop,1,25288,-25288,RAISE,43,"['2d', '8h']","['Ad', '5d']","['6s', '5s']",,,1,1
591,Pre-Flop,0,25288,-25288,RAISE,55,"['2d', '8h']","['Ad', '5d']","['6s', '5s']",,,2,2
591,Pre-Flop,1,25288,-25288,FOLD,0,"['2d', '8h']","['Ad', '5d']","['6s', '5s']",,,45,45
592,Pre-Flop,0,25333,-25333,RAISE,98,"['5s', '4d']","['9h', '2d']","['As', '7d']",,,1,1
592,Pre-Flop,1,25333,-25333,DISCARD,0,"['5s', '4d']","['9h', '2d']","['As', '7d']",,,2,2
592,Pre-Flop,1,25333,-25333,CALL,0,"['5s', '4d']","['9h', '7s']","['As', '7d']",,2d,2,2
592,Flop,0,25333,-25333,CHECK,0,"['5s', '4d']","['9h', '7s']","['As', '7d', '9d']",,2d,100,100
592,Flop,1,25333,-25333,FOLD,0,"['5s', '4d']","['9h', '7s']","['As', '7d', '9d']",,2d,100,100
593,Pre-Flop,1,25433,-25433,RAISE,77,"['8d', '7s']","['2s', 'As']","['9d', '6s']",,,1,1
593,Pre-Flop,0,25433,-25433,RAISE,21,"['8d', '7s']","['2s', 'As']","['9d', '6s']",,,2,2
593,Pre-Flop,1,25433,-25433,DISCARD,0,"['8d', '7s']","['2s', 'As']","['9d', '6s']",,,79,79
593,Pre-Flop,1,25433,-25433,FOLD,0,"['8d', '7s']","['8s', 'As']","['9d', '6s']",,2s,79,79
594,Pre-Flop,0,25512,-25512,RAISE,98,"['6d', 'As']","['7s', '3h']","['6s', 'Ah']",,,1,1
594,Pre-Flop,1,25512,-25512,CALL,0,"['6d', 'As']","['7s', '3h']","['6s', 'Ah']",,,2,2
594,Flop,0,25512,-25512,CHECK,0,"['6d', 'As']","['7s', '3h']","['6s', 'Ah', '9d']",,,100,100
594,Flop,1,25512,-25512,DISCARD,0,"['6d', 'As']","['7s', '3h']","['6s', 'Ah', '9d']",,,100,100
594,Flop,1,25512,-25512,CHECK,0,"['6d', 'As']","['7s', '4h']","['6s', 'Ah', '9d']",,3h,100,100
594,Turn,0,25512,-25512,CHECK,0,"['6d', 'As']","['7s', '4h']","['6s', 'Ah', '9d', '9s']",,3h,100,100
594,Turn,1,25512,-25512,CHECK,0,"['6d', 'As']","['7s', '4h']","['6s', 'Ah', '9d', '9s']",,3h,100,100
594,River,0,25512,-25512,CHECK,0,"['6d', 'As']","['7s', '4h']","['6s', 'Ah', '9d', '9s', '5h']",,3h,100,100
594,River,1,25512,-25512,CHECK,0,"['6d', 'As']","['7s', '4h']","['6s', 'Ah', '9d', '9s', '5h']",,3h,100,100
595,Pre-Flop,1,25612,-25612,RAISE,60,"['6h', '4d']","['6s', '5d']","['4s', '2h']",,,1,1
595,Pre-Flop,0,25612,-25612,RAISE,38,"['6h', '4d']","['6s', '5d']","['4s', '2h']",,,2,2
595,Pre-Flop,1,25612,-25612,FOLD,0,"['6h', '4d']","['6s', '5d']","['4s', '2h']",,,62,62
596,Pre-Flop,0,25674,-25674,RAISE,98,"['8h', '7s']","['2d', '5d']","['9s', 'Ah']",,,1,1
596,Pre-Flop,1,25674,-25674,DISCARD,0,"['8h', '7s']","['2d', '5d']","['9s', 'Ah']",,,2,2
596,Pre-Flop,1,25674,-25674,FOLD,0,"['8h', '7s']","['3s', '5d']","['9s', 'Ah']",,2d,2,2
597,Pre-Flop,1,25676,-25676,FOLD,0,"['2s', 'Ad']","['Ah', '5s']","['4h', '8h']",,,1,1
598,Pre-Flop,0,25677,-25677,RAISE,98,"['4s', '7h']","['5d', '2d']","['9s', '2s']",,,1,1
598,Pre-Flop,1,25677,-25677,DISCARD,0,"['4s', '7h']","['5d', '2d']","['9s', '2s']",,,2,2
598,Pre-Flop,1,25677,-25677,FOLD,0,"['4s', '7h']","['Ad', '2d']","['9s', '2s']",,5d,2,2
599,Pre-Flop,1,25679,-25679,RAISE,77,"['8s', '5s']","['6h', '5d']","['8d', '2h']",,,1,1
599,Pre-Flop,0,25679,-25679,RAISE,21,"['8s', '5s']","['6h', '5d']","['8d', '2h']",,,2,2
599,Pre-Flop,1,25679,-25679,CALL,0,"['8s', '5s']","['6h', '5d']","['8d', '2h']",,,79,79
599,Pre-Flop,0,25679,-25679,CHECK,0,"['8s', '5s']","['6h', '5d']","['8d', '2h']",,,100,100
599,Flop,1,25679,-25679,FOLD,0,"['8s', '5s']","['6h', '5d']","['8d', '2h', '4s']",,,100,100
600,Pre-Flop,0,25779,-25779,RAISE,98,"['6d', '2s']","['8h', '4d']","['4s', '2h']",,,1,1
600,Pre-Flop,1,25779,-25779,CALL,0,"['6d', '2s']","['8h', '4d']","['4s', '2h']",,,2,2
600,Flop,0,25779,-25779,CHECK,0,"['6d', '2s']","['8h', '4d']","['4s', '2h', '5d']",,,100,100
600,Flop,1,25779,-25779,FOLD,0,"['6d', '2s']","['8h', '4d']","['4s', '2h', '5d']",,,100,100
601,Pre-Flop,1,25879,-25879,RAISE,29,"['7s', '9h']","['9s', '3s']","['8h', 'Ah']",,,1,1
601,Pre-Flop,0,25879,-25879,RAISE,69,"['7s', '9h']","['9s', '3s']","['8h', 'Ah']",,,2,2
601,Pre-Flop,1,25879,-25879,DISCARD,0,"['7s', '9h']","['9s', '3s']","['8h', 'Ah']",,,31,31
601,Pre-Flop,1,25879,-25879,FOLD,0,"['7s', '9h']","['5s', '3s']","['8h', 'Ah']",,9s,31,31
602,Pre-Flop,0,25910,-25910,RAISE,98,"['6d', '7d']","['6h', '2h']","['2d', '9s']",,,1,1
602,Pre-Flop,1,25910,-25910,DISCARD,0,"['6d', '7d']","['6h', '2h']","['2d', '9s']",,,2,2
602,Pre-Flop,1,25910,-25910,FOLD,0,"['6d', '7d']","['3h', '2h']","['2d', '9s']",,6h,2,2
603,Pre-Flop,1,25912,-25912,RAISE,64,"['3h', '4h']","['4s', '2d']","['8h', '8d']",,,1,1
603,Pre-Flop,0,25912,-25912,RAISE,34,"['3h', '4h']","['4s', '2d']","['8h', '8d']",,,2,2
603,Pre-Flop,1,25912,-25912,FOLD,0,"['3h', '4h']","['4s', '2d']","['8h', '8d']",,,66,66
604,Pre-Flop,0,25978,-25978,RAISE,98,"['9h', '2s']","['7s', '4d']","['9s', 'Ah']",,,1,1
604,Pre-Flop,1,25978,-25978,DISCARD,0,"['9h', '2s']","['7s', '4d']","['9s', 'Ah']",,,2,2
604,Pre-Flop,1,25978,-25978,CALL,0,"['9h', '2s']","['Ad', '4d']","['9s', 'Ah']",,7s,2,2
604,Flop,0,25978,-25978,CHECK,0,"['9h', '2s']","['Ad', '4d']","['9s', 'Ah', 'As']",,7s,100,100
604,Flop,1,25978,-25978,FOLD,0,"['9h', '2s']","['Ad', '4d']","['9s', 'Ah', 'As']",,7s,100,100
605,Pre-Flop,1,26078,-26078,RAISE,32,"['9h', '9d']","['2h', 'Ah']","['6d', 'Ad']",,,1,1
605,Pre-Flop,0,26078,-26078,RAISE,66,"['9h', '9d']","['2h', 'Ah']","['6d', 'Ad']",,,2,2
605,Pre-Flop,1,26078,-26078,CALL,0,"['9h', '9d']","['2h', 'Ah']","['6d', 'Ad']",,,34,34
605,Pre-Flop,0,26078,-26078,CHECK,0,"['9h', '9d']","['2h', 'Ah']","['6d', 'Ad']",,,100,100
605,Flop,1,26078,-26078,CHECK,0,"['9h', '9d']","['2h', 'Ah']","['6d', 'Ad', '4d']",,,100,100
605,Flop,0,26078,-26078,CHECK,0,"['9h', '9d']","['2h', 'Ah']","['6d', 'Ad', '4d']",,,100,100
605,Turn,1,26078,-26078,CHECK,0,"['9h', '9d']","['2h', 'Ah']","['6d', 'Ad', '4d', '5h']",,,100,100
605,Turn,0,26078,-26078,CHECK,0,"['9h', '9d']","['2h', 'Ah']","['6d', 'Ad', '4d', '5h']",,,100,100
605,River,1,26078,-26078,FOLD,0,"['9h', '9d']","['2h', 'Ah']","['6d', 'Ad', '4d', '5h', '7d']",,,100,100
606,Pre-Flop,0,26178,-26178,RAISE,98,"['2d', '7d']","['9s', 'Ad']","['8d', '7h']",,,1,1
606,Pre-Flop,1,26178,-26178,FOLD,0,"['2d', '7d']","['9s', 'Ad']","['8d', '7h']",,,2,2
607,Pre-Flop,1,26180,-26180,FOLD,0,"['As', '2d']","['3s', '5d']","['7d', '4s']",,,1,1
608,Pre-Flop,0,26181,-26181,RAISE,98,"['2d', '5h']","['8s', '9d']","['4s', 'Ah']",,,1,1
608,Pre-Flop,1,26181,-26181,CALL,0,"['2d', '5h']","['8s', '9d']","['4s', 'Ah']",,,2,2
608,Flop,0,26181,-26181,CHECK,0,"['2d', '5h']","['8s', '9d']","['4s', 'Ah', '3d']",,,100,100
608,Flop,1,26181,-26181,FOLD,0,"['2d', '5h']","['8s', '9d']","['4s', 'Ah', '3d']",,,100,100
609,Pre-Flop,1,26281,-26281,CALL,0,"['3d', '7s']","['8s', '2h']","['6h', '2d']",,,1,1
609,Pre-Flop,0,26281,-26281,RAISE,98,"['3d', '7s']","['8s', '2h']","['6h', '2d']",,,2,2
609,Pre-Flop,1,26281,-26281,FOLD,0,"['3d', '7s']","['8s', '2h']","['6h', '2d']",,,2,2
610,Pre-Flop,0,26283,-26283,RAISE,98,"['7h', '9s']","['5h', 'Ad']","['Ah', '6d']",,,1,1
610,Pre-Flop,1,26283,-26283,CALL,0,"['7h', '9s']","['5h', 'Ad']","['Ah', '6d']",,,2,2
610,Flop,0,26283,-26283,CHECK,0,"['7h', '9s']","['5h', 'Ad']","['Ah', '6d', '3h']",,,100,100
610,Flop,1,26283,-26283,FOLD,0,"['7h', '9s']","['5h', 'Ad']","['Ah', '6d', '3h']",,,100,100
611,Pre-Flop,1,26383,-26383,CALL,0,"['2d', '5d']","['Ad', '9s']","['7s', '7h']",,,1,1
611,Pre-Flop,0,26383,-26383,RAISE,98,"['2d', '5d']","['Ad', '9s']","['7s', '7h']",,,2,2
611,Pre-Flop,1,26383,-26383,FOLD,0,"['2d', '5d']","['Ad', '9s']","['7s', '7h']",,,2,2
612,Pre-Flop,0,26385,-26385,RAISE,98,"['8h', '2d']","['8s', '5s']","['3s', '9d']",,,1,1
612,Pre-Flop,1,26385,-26385,FOLD,0,"['8h', '2d']","['8s', '5s']","['3s', '9d']",,,2,2
613,Pre-Flop,1,26387,-26387,FOLD,0,"['8h', '8d']","['7h', '5s']","['9s', '9h']",,,1,1
614,Pre-Flop,0,26388,-26388,RAISE,98,"['5s', '2h']","['4s', '7h']","['2s', '4h']",,,1,1
614,Pre-Flop,1,26388,-26388,FOLD,0,"['5s', '2h']","['4s', '7h']","['2s', '4h']",,,2,2
615,Pre-Flop,1,26390,-26390,DISCARD,0,"['As', '5h']","['8s', 'Ad']","['9h', '4s']",,,1,1
615,Pre-Flop,1,26390,-26390,RAISE,70,"['As', '5h']","['8s', '2d']","['9h', '4s']",,Ad,1,1
615,Pre-Flop,0,26390,-26390,RAISE,28,"['As', '5h']","['8s', '2d']","['9h', '4s']",,Ad,2,2
615,Pre-Flop,1,26390,-26390,CALL,0,"['As', '5h']","['8s', '2d']","['9h', '4s']",,Ad,72,72
615,Pre-Flop,0,26390,-26390,CHECK,0,"['As', '5h']","['8s', '2d']","['9h', '4s']",,Ad,100,100
615,Flop,1,26390,-26390,FOLD,0,"['As', '5h']","['8s', '2d']","['9h', '4s', '2s']",,Ad,100,100
616,Pre-Flop,0,26490,-26490,RAISE,98,"['4s', 'As']","['7h', '3h']","['3s', '4h']",,,1,1
616,Pre-Flop,1,26490,-26490,CALL,0,"['4s', 'As']","['7h', '3h']","['3s', '4h']",,,2,2
616,Flop,0,26490,-26490,CHECK,0,"['4s', 'As']","['7h', '3h']","['3s', '4h', '5s']",,,100,100
616,Flop,1,26490,-26490,DISCARD,0,"['4s', 'As']","['7h', '3h']","['3s', '4h', '5s']",,,100,100
616,Flop,1,26490,-26490,FOLD,0,"['4s', 'As']","['9d', '3h']","['3s', '4h', '5s']",,7h,100,100
617,Pre-Flop,1,26590,-26590,DISCARD,0,"['Ad', 'Ah']","['5d', '6h']","['3s', '4h']",,,1,1
617,Pre-Flop,1,26590,-26590,RAISE,82,"['Ad', 'Ah']","['8h', '6h']","['3s', '4h']",,5d,1,1
617,Pre-Flop,0,26590,-26590,RAISE,16,"['Ad', 'Ah']","['8h', '6h']","['3s', '4h']",,5d,2,2
617,Pre-Flop,1,26590,-26590,CALL,0,"['Ad', 'Ah']","['8h', '6h']","['3s', '4h']",,5d,84,84
617,Pre-Flop,0,26590,-26590,CHECK,0,"['Ad', 'Ah']","['8h', '6h']","['3s', '4h']",,5d,100,100
617,Flop,1,26590,-26590,CHECK,0,"['Ad', 'Ah']","['8h', '6h']","['3s', '4h', '6s']",,5d,100,100
617,Flop,0,26590,-26590,CHECK,0,"['Ad', 'Ah']","['8h', '6h']","['3s', '4h', '6s']",,5d,100,100
617,Turn,1,26590,-26590,CHECK,0,"['Ad', 'Ah']","['8h', '6h']","['3s', '4h', '6s', '2h']",,5d,100,100
617,Turn,0,26590,-26590,CHECK,0,"['Ad', 'Ah']","['8h', '6h']","['3s', '4h', '6s', '2h']",,5d,100,100
617,River,1,26590,-26590,CHECK,0,"['Ad', 'Ah']","['8h', '6h']","['3s', '4h', '6s', '2h', '4s']",,5d,100,100
617,River,0,26590,-26590,CHECK,0,"['Ad', 'Ah']","['8h', '6h']","['3s', '4h', '6s', '2h', '4s']",,5d,100,100
618,Pre-Flop,0,26690,-26690,RAISE,98,"['3h', '8d']","['6d', '7h']","['8h', '2d']",,,1,1
618,Pre-Flop,1,26690,-26690,DISCARD,0,"['3h', '8d']","['6d', '7h']","['8h', '2d']",,,2,2
618,Pre-Flop,1,26690,-26690,FOLD,0,"['3h', '8d']","['3d', '7h']","['8h', '2d']",,6d,2,2
619,Pre-Flop,1,26692,-26692,CALL,0,"['5h', '4h']","['6d', '4s']","['As', '6s']",,,1,1
619,Pre-Flop,0,26692,-26692,RAISE,98,"['5h', '4h']","['6d', '4s']","['As', '6s']",,,2,2
619,Pre-Flop,1,26692,-26692,DISCARD,0,"['5h', '4h']","['6d', '4s']","['As', '6s']",,,2,2
619,Pre-Flop,1,26692,-26692,FOLD,0,"['5h', '4h']","['6d', '9s']","['As', '6s']",,4s,2,2
620,Pre-Flop,0,26694,-26694,RAISE,98,"['6s', '7d']","['4d', 'Ad']","['2d', '2h']",,,1,1
620,Pre-Flop,1,26694,-26694,CALL,0,"['6s', '7d']","['4d', 'Ad']","['2d', '2h']",,,2,2
620,Flop,0,26694,-26694,CHECK,0,"['6s', '7d']","['4d', 'Ad']","['2d', '2h', '5h']",,,100,100
620,Flop,1,26694,-26694,FOLD,0,"['6s', '7d']","['4d', 'Ad']","['2d', '2h', '5h']",,,100,100
621,Pre-Flop,1,26794,-26794,CALL,0,"['5d', '4s']","['9d', 'As']","['2d', '9s']",,,1,1
621,Pre-Flop,0,26794,-26794,RAISE,98,"['5d', '4s']","['9d', 'As']","['2d', '9s']",,,2,2
621,Pre-Flop,1,26794,-26794,DISCARD,0,"['5d', '4s']","['9d', 'As']","['2d', '9s']",,,2,2
621,Pre-Flop,1,26794,-26794,FOLD,0,"['5d', '4s']","['2s', 'As']","['2d', '9s']",,9d,2,2
622,Pre-Flop,0,26796,-26796,RAISE,98,"['2s', '5d']","['7s', '6s']","['3s', '2d']",,,1,1
622,Pre-Flop,1,26796,-26796,CALL,0,"['2s', '5d']","['7s', '6s']","['3s', '2d']",,,2,2
622,Flop,0,26796,-26796,CHECK,0,"['2s', '5d']","['7s', '6s']","['3s', '2d', '2h']",,,100,100
622,Flop,1,26796,-26796,CHECK,0,"['2s', '5d']","['7s', '6s']","['3s', '2d', '2h']",,,100,100
622,Turn,0,26796,-26796,CHECK,0,"['2s', '5d']","['7s', '6s']","['3s', '2d', '2h', 'As']",,,100,100
622,Turn,1,26796,-26796,FOLD,0,"['2s', '5d']","['7s', '6s']","['3s', '2d', '2h', 'As']",,,100,100
623,Pre-Flop,1,26896,-26896,DISCARD,0,"['As', '7s']","['4s', '6s']","['3s', '9h']",,,1,1
623,Pre-Flop,1,26896,-26896,CALL,0,"['As', '7s']","['4s', '7d']","['3s', '9h']",,6s,1,1
623,Pre-Flop,0,26896,-26896,RAISE,98,"['As', '7s']","['4s', '7d']","['3s', '9h']",,6s,2,2
623,Pre-Flop,1,26896,-26896,CALL,0,"['As', '7s']","['4s', '7d']","['3s', '9h']",,6s,2,2
623,Pre-Flop,0,26896,-26896,CHECK,0,"['As', '7s']","['4s', '7d']","['3s', '9h']",,6s,100,100
623,Flop,1,26896,-26896,CHECK,0,"['As', '7s']","['4s', '7d']","['3s', '9h', '5s']",,6s,100,100
623,Flop,0,26896,-26896,CHECK,0,"['As', '7s']","['4s', '7d']","['3s', '9h', '5s']",,6s,100,100
623,Turn,1,26896,-26896,CHECK,0,"['As', '7s']","['4s', '7d']","['3s', '9h', '5s', '4h']",,6s,100,100
623,Turn,0,26896,-26896,CHECK,0,"['As', '7s']","['4s', '7d']","['3s', '9h', '5s', '4h']",,6s,100,100
623,River,1,26896,-26896,CHECK,0,"['As', '7s']","['4s', '7d']","['3s', '9h', '5s', '4h', '8s']",,6s,100,100
623,River,0,26896,-26896,CHECK,0,"['As', '7s']","['4s', '7d']","['3s', '9h', '5s', '4h', '8s']",,6s,100,100
624,Pre-Flop,0,26996,-26996,RAISE,98,"['7s', '2h']","['2d', '8d']","['8s', '7h']",,,1,1
624,Pre-Flop,1,26996,-26996,CALL,0,"['7s', '2h']","['2d', '8d']","['8s', '7h']",,,2,2
624,Flop,0,26996,-26996,CHECK,0,"['7s', '2h']","['2d', '8d']","['8s', '7h', '7d']",,,100,100
624,Flop,1,26996,-26996,DISCARD,0,"['7s', '2h']","['2d', '8d']","['8s', '7h', '7d']",,,100,100
624,Flop,1,26996,-26996,FOLD,0,"['7s', '2h']","['2d', '6d']","['8s', '7h', '7d']",,8d,100,100
625,Pre-Flop,1,27096,-27096,RAISE,8,"['5h', '9d']","['3d', '6s']","['2d', '7d']",,,1,1
625,Pre-Flop,0,27096,-27096,RAISE,90,"['5h', '9d']","['3d', '6s']","['2d', '7d']",,,2,2
625,Pre-Flop,1,27096,-27096,FOLD,0,"['5h', '9d']","['3d', '6s']","['2d', '7d']",,,10,10
626,Pre-Flop,0,27106,-27106,RAISE,98,"['4d', '7h']","['5h', '9d']","['4h', '2d']",,,1,1
626,Pre-Flop,1,27106,-27106,FOLD,0,"['4d', '7h']","['5h', '9d']","['4h', '2d']",,,2,2
627,Pre-Flop,1,27108,-27108,FOLD,0,"['7h', '5h']","['Ad', '5d']","['6h', '7s']",,,1,1
628,Pre-Flop,0,27109,-27109,RAISE,98,"['4s', '8h']","['6d', '8s']","['As', 'Ad']",,,1,1
628,Pre-Flop,1,27109,-27109,DISCARD,0,"['4s', '8h']","['6d', '8s']","['As', 'Ad']",,,2,2
628,Pre-Flop,1,27109,-27109,CALL,0,"['4s', '8h']","['9h', '8s']","['As', 'Ad']",,6d,2,2
628,Flop,0,27109,-27109,CHECK,0,"['4s', '8h']","['9h', '8s']","['As', 'Ad', '6h']",,6d,100,100
628,Flop,1,27109,-27109,FOLD,0,"['4s', '8h']","['9h', '8s']","['As', 'Ad', '6h']",,6d,100,100
629,Pre-Flop,1,27209,-27209,FOLD,0,"['6d', '8d']","['9h', '5s']","['7s', '7h']",,,1,1
630,Pre-Flop,0,27210,-27210,RAISE,98,"['8s', '3s']","['4h', '2d']","['8d', 'Ad']",,,1,1
630,Pre-Flop,1,27210,-27210,FOLD,0,"['8s', '3s']","['4h', '2d']","['8d', 'Ad']",,,2,2
631,Pre-Flop,1,27212,-27212,RAISE,89,"['6h', '7d']","['8s', '2h']","['9d', '5d']",,,1,1
