# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
247,Pre-Flop,1,9837,-9837,DISCARD,0,"['7s', '8d']","['6d', '9s']","['8h', '5h']",,,1,1
247,Pre-Flop,1,9837,-9837,CALL,0,"['7s', '8d']","['6d', '3s']","['8h', '5h']",,9s,1,1
247,Pre-Flop,0,9837,-9837,RAISE,98,"['7s', '8d']","['6d', '3s']","['8h', '5h']",,9s,2,2
247,Pre-Flop,1,9837,-9837,FOLD,0,"['7s', '8d']","['6d', '3s']","['8h', '5h']",,9s,2,2
248,Pre-Flop,0,9839,-9839,RAISE,98,"['2s', '4d']","['Ad', '6s']","['6d', '9s']",,,1,1
248,Pre-Flop,1,9839,-9839,CALL,0,"['2s', '4d']","['Ad', '6s']","['6d', '9s']",,,2,2
248,Flop,0,9839,-9839,CHECK,0,"['2s', '4d']","['Ad', '6s']","['6d', '9s', '5h']",,,100,100
248,Flop,1,9839,-9839,DISCARD,0,"['2s', '4d']","['Ad', '6s']","['6d', '9s', '5h']",,,100,100
248,Flop,1,9839,-9839,FOLD,0,"['2s', '4d']","['8h', '6s']","['6d', '9s', '5h']",,Ad,100,100
249,Pre-Flop,1,9939,-9939,FOLD,0,"['9d', '5s']","['7h', '4d']","['4h', '6d']",,,1,1
250,Pre-Flop,0,9940,-9940,RAISE,98,"['Ah', '6d']","['3s', '2h']","['8d', '6s']",,,1,1
250,Pre-Flop,1,9940,-9940,DISCARD,0,"['Ah', '6d']","['3s', '2h']","['8d', '6s']",,,2,2
250,Pre-Flop,1,9940,-9940,FOLD,0,"['Ah', '6d']","['9d', '2h']","['8d', '6s']",,3s,2,2
251,Pre-Flop,1,9942,-9942,CALL,0,"['As', '3d']","['3s', '4d']","['4s', 'Ad']",,,1,1
251,Pre-Flop,0,9942,-9942,RAISE,98,"['As', '3d']","['3s', '4d']","['4s', 'Ad']",,,2,2
251,Pre-Flop,1,9942,-9942,DISCARD,0,"['As', '3d']","['3s', '4d']","['4s', 'Ad']",,,2,2
251,Pre-Flop,1,9942,-9942,CALL,0,"['As', '3d']","['3s', '6s']","['4s', 'Ad']",,4d,2,2
251,Pre-Flop,0,9942,-9942,CHECK,0,"['As', '3d']","['3s', '6s']","['4s', 'Ad']",,4d,100,100
251,Flop,1,9942,-9942,FOLD,0,"['As', '3d']","['3s', '6s']","['4s', 'Ad', '7d']",,4d,100,100
252,Pre-Flop,0,10042,-10042,RAISE,98,"['Ah', '5h']","['8h', '7h']","['3d', '6s']",,,1,1
252,Pre-Flop,1,10042,-10042,DISCARD,0,"['Ah', '5h']","['8h', '7h']","['3d', '6s']",,,2,2
252,Pre-Flop,1,10042,-10042,CALL,0,"['Ah', '5h']","['8h', '4h']","['3d', '6s']",,7h,2,2
252,Flop,0,10042,-10042,CHECK,0,"['Ah', '5h']","['8h', '4h']","['3d', '6s', '8d']",,7h,100,100
252,Flop,1,10042,-10042,CHECK,0,"['Ah', '5h']","['8h', '4h']","['3d', '6s', '8d']",,7h,100,100
252,Turn,0,10042,-10042,CHECK,0,"['Ah', '5h']","['8h', '4h']","['3d', '6s', '8d', '7d']",,7h,100,100
252,Turn,1,10042,-10042,CHECK,0,"['Ah', '5h']","['8h', '4h']","['3d', '6s', '8d', '7d']",,7h,100,100
252,River,0,10042,-10042,CHECK,0,"['Ah', '5h']","['8h', '4h']","['3d', '6s', '8d', '7d', '9d']",,7h,100,100
252,River,1,10042,-10042,CHECK,0,"['Ah', '5h']","['8h', '4h']","['3d', '6s', '8d', '7d', '9d']",,7h,100,100
253,Pre-Flop,1,10142,-10142,DISCARD,0,"['4d', '6d']","['7s', '7d']","['9s', '5d']",,,1,1
253,Pre-Flop,1,10142,-10142,FOLD,0,"['4d', '6d']","['5s', '7d']","['9s', '5d']",,7s,1,1
254,Pre-Flop,0,10143,-10143,RAISE,98,"['8h', '4s']","['5s', '3h']","['Ah', 'As']",,,1,1
254,Pre-Flop,1,10143,-10143,DISCARD,0,"['8h', '4s']","['5s', '3h']","['Ah', 'As']",,,2,2
254,Pre-Flop,1,10143,-10143,CALL,0,"['8h', '4s']","['9h', '3h']","['Ah', 'As']",,5s,2,2
254,Flop,0,10143,-10143,CHECK,0,"['8h', '4s']","['9h', '3h']","['Ah', 'As', '3s']",,5s,100,100
254,Flop,1,10143,-10143,CHECK,0,"['8h', '4s']","['9h', '3h']","['Ah', 'As', '3s']",,5s,100,100
254,Turn,0,10143,-10143,CHECK,0,"['8h', '4s']","['9h', '3h']","['Ah', 'As', '3s', '7s']",,5s,100,100
254,Turn,1,10143,-10143,FOLD,0,"['8h', '4s']","['9h', '3h']","['Ah', 'As', '3s', '7s']",,5s,100,100
255,Pre-Flop,1,10243,-10243,FOLD,0,"['3d', '5d']","['4s', '8d']","['8h', 'Ad']",,,1,1
256,Pre-Flop,0,10244,-10244,RAISE,98,"['2h', '4d']","['5d', '8s']","['Ad', '9s']",,,1,1
256,Pre-Flop,1,10244,-10244,DISCARD,0,"['2h', '4d']","['5d', '8s']","['Ad', '9s']",,,2,2
256,Pre-Flop,1,10244,-10244,FOLD,0,"['2h', '4d']","['5d', '3h']","['Ad', '9s']",,8s,2,2
257,Pre-Flop,1,10246,-10246,DISCARD,0,"['As', '3s']","['Ad', '3h']","['7s', '8h']",,,1,1
257,Pre-Flop,1,10246,-10246,RAISE,61,"['As', '3s']","['Ah', '3h']","['7s', '8h']",,Ad,1,1
257,Pre-Flop,0,10246,-10246,RAISE,37,"['As', '3s']","['Ah', '3h']","['7s', '8h']",,Ad,2,2
257,Pre-Flop,1,10246,-10246,CALL,0,"['As', '3s']","['Ah', '3h']","['7s', '8h']",,Ad,63,63
257,Pre-Flop,0,10246,-10246,CHECK,0,"['As', '3s']","['Ah', '3h']","['7s', '8h']",,Ad,100,100
257,Flop,1,10246,-10246,CHECK,0,"['As', '3s']","['Ah', '3h']","['7s', '8h', '2h']",,Ad,100,100
257,Flop,0,10246,-10246,CHECK,0,"['As', '3s']","['Ah', '3h']","['7s', '8h', '2h']",,Ad,100,100
257,Turn,1,10246,-10246,CHECK,0,"['As', '3s']","['Ah', '3h']","['7s', '8h', '2h', '8s']",,Ad,100,100
257,Turn,0,10246,-10246,CHECK,0,"['As', '3s']","['Ah', '3h']","['7s', '8h', '2h', '8s']",,Ad,100,100
257,River,1,10246,-10246,CHECK,0,"['As', '3s']","['Ah', '3h']","['7s', '8h', '2h', '8s', '5s']",,Ad,100,100
257,River,0,10246,-10246,CHECK,0,"['As', '3s']","['Ah', '3h']","['7s', '8h', '2h', '8s', '5s']",,Ad,100,100
258,Pre-Flop,0,10346,-10346,RAISE,98,"['3d', '8s']","['6s', '4d']","['Ad', 'As']",,,1,1
258,Pre-Flop,1,10346,-10346,DISCARD,0,"['3d', '8s']","['6s', '4d']","['Ad', 'As']",,,2,2
258,Pre-Flop,1,10346,-10346,CALL,0,"['3d', '8s']","['6s', '2d']","['Ad', 'As']",,4d,2,2
258,Flop,0,10346,-10346,CHECK,0,"['3d', '8s']","['6s', '2d']","['Ad', 'As', '2s']",,4d,100,100
258,Flop,1,10346,-10346,CHECK,0,"['3d', '8s']","['6s', '2d']","['Ad', 'As', '2s']",,4d,100,100
258,Turn,0,10346,-10346,CHECK,0,"['3d', '8s']","['6s', '2d']","['Ad', 'As', '2s', '3h']",,4d,100,100
258,Turn,1,10346,-10346,FOLD,0,"['3d', '8s']","['6s', '2d']","['Ad', 'As', '2s', '3h']",,4d,100,100
259,Pre-Flop,1,10446,-10446,RAISE,43,"['As', 'Ad']","['8s', '8d']","['9d', '6d']",,,1,1
259,Pre-Flop,0,10446,-10446,RAISE,55,"['As', 'Ad']","['8s', '8d']","['9d', '6d']",,,2,2
259,Pre-Flop,1,10446,-10446,CALL,0,"['As', 'Ad']","['8s', '8d']","['9d', '6d']",,,45,45
259,Pre-Flop,0,10446,-10446,CHECK,0,"['As', 'Ad']","['8s', '8d']","['9d', '6d']",,,100,100
259,Flop,1,10446,-10446,CHECK,0,"['As', 'Ad']","['8s', '8d']","['9d', '6d', '5h']",,,100,100
259,Flop,0,10446,-10446,CHECK,0,"['As', 'Ad']","['8s', '8d']","['9d', '6d', '5h']",,,100,100
259,Turn,1,10446,-10446,FOLD,0,"['As', 'Ad']","['8s', '8d']","['9d', '6d', '5h', '5s']",,,100,100
260,Pre-Flop,0,10546,-10546,RAISE,98,"['6s', '5s']","['7s', '9s']","['5h', '8s']",,,1,1
260,Pre-Flop,1,10546,-10546,FOLD,0,"['6s', '5s']","['7s', '9s']","['5h', '8s']",,,2,2
261,Pre-Flop,1,10548,-10548,FOLD,0,"['5s', '3s']","['2h', '6s']","['Ad', '8d']",,,1,1
262,Pre-Flop,0,10549,-10549,RAISE,98,"['9h', '6h']","['5s', '3d']","['8d', '7h']",,,1,1
262,Pre-Flop,1,10549,-10549,DISCARD,0,"['9h', '6h']","['5s', '3d']","['8d', '7h']",,,2,2
262,Pre-Flop,1,10549,-10549,FOLD,0,"['9h', '6h']","['As', '3d']","['8d', '7h']",,5s,2,2
263,Pre-Flop,1,10551,-10551,CALL,0,"['4h', '3h']","['2h', '9h']","['Ah', '8d']",,,1,1
263,Pre-Flop,0,10551,-10551,RAISE,98,"['4h', '3h']","['2h', '9h']","['Ah', '8d']",,,2,2
263,Pre-Flop,1,10551,-10551,DISCARD,0,"['4h', '3h']","['2h', '9h']","['Ah', '8d']",,,2,2
263,Pre-Flop,1,10551,-10551,FOLD,0,"['4h', '3h']","['5h', '9h']","['Ah', '8d']",,2h,2,2
264,Pre-Flop,0,10553,-10553,RAISE,98,"['6s', '7h']","['9d', '3h']","['4s', '7d']",,,1,1
264,Pre-Flop,1,10553,-10553,FOLD,0,"['6s', '7h']","['9d', '3h']","['4s', '7d']",,,2,2
265,Pre-Flop,1,10555,-10555,DISCARD,0,"['6h', '9h']","['7d', '6d']","['8d', '8h']",,,1,1
265,Pre-Flop,1,10555,-10555,RAISE,2,"['6h', '9h']","['Ah', '6d']","['8d', '8h']",,7d,1,1
265,Pre-Flop,0,10555,-10555,RAISE,96,"['6h', '9h']","['Ah', '6d']","['8d', '8h']",,7d,2,2
265,Pre-Flop,1,10555,-10555,FOLD,0,"['6h', '9h']","['Ah', '6d']","['8d', '8h']",,7d,4,4
266,Pre-Flop,0,10559,-10559,RAISE,98,"['4s', '5d']","['5s', '2h']","['8s', '4h']",,,1,1
266,Pre-Flop,1,10559,-10559,FOLD,0,"['4s', '5d']","['5s', '2h']","['8s', '4h']",,,2,2
267,Pre-Flop,1,10561,-10561,FOLD,0,"['8d', '2s']","['6d', '4s']","['3h', '9h']",,,1,1
268,Pre-Flop,0,10562,-10562,RAISE,98,"['Ah', '9d']","['5s', 'Ad']","['8h', '7s']",,,1,1
268,Pre-Flop,1,10562,-10562,DISCARD,0,"['Ah', '9d']","['5s', 'Ad']","['8h', '7s']",,,2,2
268,Pre-Flop,1,10562,-10562,CALL,0,"['Ah', '9d']","['4d', 'Ad']","['8h', '7s']",,5s,2,2
268,Flop,0,10562,-10562,CHECK,0,"['Ah', '9d']","['4d', 'Ad']","['8h', '7s', '8d']",,5s,100,100
268,Flop,1,10562,-10562,CHECK,0,"['Ah', '9d']","['4d', 'Ad']","['8h', '7s', '8d']",,5s,100,100
268,Turn,0,10562,-10562,CHECK,0,"['Ah', '9d']","['4d', 'Ad']","['8h', '7s', '8d', '2d']",,5s,100,100
268,Turn,1,10562,-10562,FOLD,0,"['Ah', '9d']","['4d', 'Ad']","['8h', '7s', '8d', '2d']",,5s,100,100
269,Pre-Flop,1,10662,-10662,RAISE,65,"['8d', '9d']","['8h', '5s']","['As', '2h']",,,1,1
269,Pre-Flop,0,10662,-10662,RAISE,33,"['8d', '9d']","['8h', '5s']","['As', '2h']",,,2,2
269,Pre-Flop,1,10662,-10662,FOLD,0,"['8d', '9d']","['8h', '5s']","['As', '2h']",,,67,67
270,Pre-Flop,0,10729,-10729,RAISE,98,"['9s', '5s']","['9h', 'As']","['5h', '6d']",,,1,1
270,Pre-Flop,1,10729,-10729,FOLD,0,"['9s', '5s']","['9h', 'As']","['5h', '6d']",,,2,2
271,Pre-Flop,1,10731,-10731,DISCARD,0,"['As', 'Ad']","['9d', '2h']","['4h', '6h']",,,1,1
271,Pre-Flop,1,10731,-10731,FOLD,0,"['As', 'Ad']","['9d', '5s']","['4h', '6h']",,2h,1,1
272,Pre-Flop,0,10732,-10732,RAISE,98,"['6s', '6d']","['4h', '2h']","['5d', '7h']",,,1,1
272,Pre-Flop,1,10732,-10732,FOLD,0,"['6s', '6d']","['4h', '2h']","['5d', '7h']",,,2,2
273,Pre-Flop,1,10734,-10734,FOLD,0,"['As', '7h']","['9s', '5h']","['3h', '5s']",,,1,1
274,Pre-Flop,0,10735,-10735,RAISE,98,"['2h', 'Ad']","['As', '4h']","['4d', '9d']",,,1,1
274,Pre-Flop,1,10735,-10735,FOLD,0,"['2h', 'Ad']","['As', '4h']","['4d', '9d']",,,2,2
275,Pre-Flop,1,10737,-10737,CALL,0,"['4d', '9d']","['2s', '5h']","['5s', '6h']",,,1,1
275,Pre-Flop,0,10737,-10737,RAISE,98,"['4d', '9d']","['2s', '5h']","['5s', '6h']",,,2,2
275,Pre-Flop,1,10737,-10737,FOLD,0,"['4d', '9d']","['2s', '5h']","['5s', '6h']",,,2,2
276,Pre-Flop,0,10739,-10739,RAISE,98,"['8h', '5d']","['4s', '5s']","['6h', '8d']",,,1,1
276,Pre-Flop,1,10739,-10739,CALL,0,"['8h', '5d']","['4s', '5s']","['6h', '8d']",,,2,2
276,Flop,0,10739,-10739,CHECK,0,"['8h', '5d']","['4s', '5s']","['6h', '8d', '2s']",,,100,100
276,Flop,1,10739,-10739,DISCARD,0,"['8h', '5d']","['4s', '5s']","['6h', '8d', '2s']",,,100,100
276,Flop,1,10739,-10739,CHECK,0,"['8h', '5d']","['Ah', '5s']","['6h', '8d', '2s']",,4s,100,100
276,Turn,0,10739,-10739,CHECK,0,"['8h', '5d']","['Ah', '5s']","['6h', '8d', '2s', '3d']",,4s,100,100
276,Turn,1,10739,-10739,FOLD,0,"['8h', '5d']","['Ah', '5s']","['6h', '8d', '2s', '3d']",,4s,100,100
277,Pre-Flop,1,10839,-10839,FOLD,0,"['Ad', '2s']","['3s', '2d']","['9h', '5d']",,,1,1
278,Pre-Flop,0,10840,-10840,RAISE,98,"['6h', '4d']","['7s', 'Ad']","['8d', 'As']",,,1,1
278,Pre-Flop,1,10840,-10840,CALL,0,"['6h', '4d']","['7s', 'Ad']","['8d', 'As']",,,2,2
278,Flop,0,10840,-10840,CHECK,0,"['6h', '4d']","['7s', 'Ad']","['8d', 'As', '7h']",,,100,100
278,Flop,1,10840,-10840,FOLD,0,"['6h', '4d']","['7s', 'Ad']","['8d', 'As', '7h']",,,100,100
279,Pre-Flop,1,10940,-10940,DISCARD,0,"['9s', '4h']","['4d', '2h']","['2s', '7s']",,,1,1
279,Pre-Flop,1,10940,-10940,FOLD,0,"['9s', '4h']","['8d', '2h']","['2s', '7s']",,4d,1,1
280,Pre-Flop,0,10941,-10941,RAISE,98,"['Ah', '9s']","['2h', '4h']","['4s', '9h']",,,1,1
280,Pre-Flop,1,10941,-10941,FOLD,0,"['Ah', '9s']","['2h', '4h']","['4s', '9h']",,,2,2
281,Pre-Flop,1,10943,-10943,RAISE,55,"['7d', '9h']","['4d', '6h']","['5d', '4s']",,,1,1
281,Pre-Flop,0,10943,-10943,RAISE,43,"['7d', '9h']","['4d', '6h']","['5d', '4s']",,,2,2
281,Pre-Flop,1,10943,-10943,DISCARD,0,"['7d', '9h']","['4d', '6h']","['5d', '4s']",,,57,57
281,Pre-Flop,1,10943,-10943,FOLD,0,"['7d', '9h']","['7s', '6h']","['5d', '4s']",,4d,57,57
282,Pre-Flop,0,11000,-11000,RAISE,98,"['2s', '3s']","['9d', '5s']","['6h', '4s']",,,1,1
282,Pre-Flop,1,11000,-11000,FOLD,0,"['2s', '3s']","['9d', '5s']","['6h', '4s']",,,2,2
283,Pre-Flop,1,11002,-11002,DISCARD,0,"['8s', 'As']","['8h', '7d']","['4h', '3h']",,,1,1
283,Pre-Flop,1,11002,-11002,CALL,0,"['8s', 'As']","['8h', '6h']","['4h', '3h']",,7d,1,1
283,Pre-Flop,0,11002,-11002,RAISE,98,"['8s', 'As']","['8h', '6h']","['4h', '3h']",,7d,2,2
283,Pre-Flop,1,11002,-11002,CALL,0,"['8s', 'As']","['8h', '6h']","['4h', '3h']",,7d,2,2
283,Pre-Flop,0,11002,-11002,CHECK,0,"['8s', 'As']","['8h', '6h']","['4h', '3h']",,7d,100,100
283,Flop,1,11002,-11002,CHECK,0,"['8s', 'As']","['8h', '6h']","['4h', '3h', '2h']",,7d,100,100
283,Flop,0,11002,-11002,CHECK,0,"['8s', 'As']","['8h', '6h']","['4h', '3h', '2h']",,7d,100,100
283,Turn,1,11002,-11002,FOLD,0,"['8s', 'As']","['8h', '6h']","['4h', '3h', '2h', '5h']",,7d,100,100
284,Pre-Flop,0,11102,-11102,RAISE,98,"['4d', '8h']","['7s', '5h']","['2d', 'Ah']",,,1,1
284,Pre-Flop,1,11102,-11102,DISCARD,0,"['4d', '8h']","['7s', '5h']","['2d', 'Ah']",,,2,2
284,Pre-Flop,1,11102,-11102,FOLD,0,"['4d', '8h']","['7s', '9s']","['2d', 'Ah']",,5h,2,2
285,Pre-Flop,1,11104,-11104,DISCARD,0,"['7d', '6d']","['7h', '3h']","['9h', '6s']",,,1,1
285,Pre-Flop,1,11104,-11104,FOLD,0,"['7d', '6d']","['7h', '9s']","['9h', '6s']",,3h,1,1
286,Pre-Flop,0,11105,-11105,RAISE,98,"['8d', '7h']","['5h', '3h']","['6d', '6s']",,,1,1
286,Pre-Flop,1,11105,-11105,FOLD,0,"['8d', '7h']","['5h', '3h']","['6d', '6s']",,,2,2
287,Pre-Flop,1,11107,-11107,FOLD,0,"['5h', '9h']","['7h', '8h']","['7d', '3s']",,,1,1
288,Pre-Flop,0,11108,-11108,RAISE,98,"['9s', '8d']","['3d', '8h']","['6d', 'Ad']",,,1,1
288,Pre-Flop,1,11108,-11108,CALL,0,"['9s', '8d']","['3d', '8h']","['6d', 'Ad']",,,2,2
288,Flop,0,11108,-11108,CHECK,0,"['9s', '8d']","['3d', '8h']","['6d', 'Ad', '2d']",,,100,100
288,Flop,1,11108,-11108,DISCARD,0,"['9s', '8d']","['3d', '8h']","['6d', 'Ad', '2d']",,,100,100
288,Flop,1,11108,-11108,FOLD,0,"['9s', '8d']","['6h', '8h']","['6d', 'Ad', '2d']",,3d,100,100
289,Pre-Flop,1,11208,-11208,FOLD,0,"['4d', '6d']","['3h', '5d']","['9s', '6s']",,,1,1
290,Pre-Flop,0,11209,-11209,RAISE,98,"['7s', '3d']","['9h', '2d']","['8d', '7d']",,,1,1
290,Pre-Flop,1,11209,-11209,DISCARD,0,"['7s', '3d']","['9h', '2d']","['8d', '7d']",,,2,2
290,Pre-Flop,1,11209,-11209,CALL,0,"['7s', '3d']","['7h', '2d']","['8d', '7d']",,9h,2,2
290,Flop,0,11209,-11209,CHECK,0,"['7s', '3d']","['7h', '2d']","['8d', '7d', '2h']",,9h,100,100
290,Flop,1,11209,-11209,FOLD,0,"['7s', '3d']","['7h', '2d']","['8d', '7d', '2h']",,9h,100,100
291,Pre-Flop,1,11309,-11309,CALL,0,"['4d', '7d']","['6s', '2s']","['2h', '8s']",,,1,1
291,Pre-Flop,0,11309,-11309,RAISE,98,"['4d', '7d']","['6s', '2s']","['2h', '8s']",,,2,2
291,Pre-Flop,1,11309,-11309,CALL,0,"['4d', '7d']","['6s', '2s']","['2h', '8s']",,,2,2
291,Pre-Flop,0,11309,-11309,CHECK,0,"['4d', '7d']","['6s', '2s']","['2h', '8s']",,,100,100
291,Flop,1,11309,-11309,CHECK,0,"['4d', '7d']","['6s', '2s']","['2h', '8s', 'Ad']",,,100,100
291,Flop,0,11309,-11309,CHECK,0,"['4d', '7d']","['6s', '2s']","['2h', '8s', 'Ad']",,,100,100
291,Turn,1,11309,-11309,FOLD,0,"['4d', '7d']","['6s', '2s']","['2h', '8s', 'Ad', '8h']",,,100,100
292,Pre-Flop,0,11409,-11409,RAISE,98,"['7d', '4h']","['Ah', '2d']","['Ad', '6h']",,,1,1
292,Pre-Flop,1,11409,-11409,DISCARD,0,"['7d', '4h']","['Ah', '2d']","['Ad', '6h']",,,2,2
292,Pre-Flop,1,11409,-11409,CALL,0,"['7d', '4h']","['5s', '2d']","['Ad', '6h']",,Ah,2,2
292,Flop,0,11409,-11409,CHECK,0,"['7d', '4h']","['5s', '2d']","['Ad', '6h', '9s']",,Ah,100,100
292,Flop,1,11409,-11409,CHECK,0,"['7d', '4h']","['5s', '2d']","['Ad', '6h', '9s']",,Ah,100,100
292,Turn,0,11409,-11409,CHECK,0,"['7d', '4h']","['5s', '2d']","['Ad', '6h', '9s', '8h']",,Ah,100,100
292,Turn,1,11409,-11409,FOLD,0,"['7d', '4h']","['5s', '2d']","['Ad', '6h', '9s', '8h']",,Ah,100,100
293,Pre-Flop,1,11509,-11509,CALL,0,"['2s', '6h']","['7s', '5s']","['6s', '8h']",,,1,1
293,Pre-Flop,0,11509,-11509,RAISE,98,"['2s', '6h']","['7s', '5s']","['6s', '8h']",,,2,2
293,Pre-Flop,1,11509,-11509,CALL,0,"['2s', '6h']","['7s', '5s']","['6s', '8h']",,,2,2
293,Pre-Flop,0,11509,-11509,CHECK,0,"['2s', '6h']","['7s', '5s']","['6s', '8h']",,,100,100
293,Flop,1,11509,-11509,FOLD,0,"['2s', '6h']","['7s', '5s']","['6s', '8h', '2h']",,,100,100
294,Pre-Flop,0,11609,-11609,RAISE,98,"['9d', '3h']","['3d', '9h']","['7h', '4d']",,,1,1
294,Pre-Flop,1,11609,-11609,CALL,0,"['9d', '3h']","['3d', '9h']","['7h', '4d']",,,2,2
294,Flop,0,11609,-11609,CHECK,0,"['9d', '3h']","['3d', '9h']","['7h', '4d', '5h']",,,100,100
294,Flop,1,11609,-11609,CHECK,0,"['9d', '3h']","['3d', '9h']","['7h', '4d', '5h']",,,100,100
294,Turn,0,11609,-11609,CHECK,0,"['9d', '3h']","['3d', '9h']","['7h', '4d', '5h', '6h']",,,100,100
294,Turn,1,11609,-11609,CHECK,0,"['9d', '3h']","['3d', '9h']","['7h', '4d', '5h', '6h']",,,100,100
294,River,0,11609,-11609,CHECK,0,"['9d', '3h']","['3d', '9h']","['7h', '4d', '5h', '6h', '8s']",,,100,100
294,River,1,11609,-11609,CHECK,0,"['9d', '3h']","['3d', '9h']","['7h', '4d', '5h', '6h', '8s']",,,100,100
295,Pre-Flop,1,11609,-11609,CALL,0,"['4s', '3s']","['7h', '2d']","['5d', '6h']",,,1,1
295,Pre-Flop,0,11609,-11609,RAISE,98,"['4s', '3s']","['7h', '2d']","['5d', '6h']",,,2,2
295,Pre-Flop,1,11609,-11609,CALL,0,"['4s', '3s']","['7h', '2d']","['5d', '6h']",,,2,2
295,Pre-Flop,0,11609,-11609,CHECK,0,"['4s', '3s']","['7h', '2d']","['5d', '6h']",,,100,100
295,Flop,1,11609,-11609,DISCARD,0,"['4s', '3s']","['7h', '2d']","['5d', '6h', 'As']",,,100,100
295,Flop,1,11609,-11609,FOLD,0,"['4s', '3s']","['7h', '4h']","['5d', '6h', 'As']",,2d,100,100
296,Pre-Flop,0,11709,-11709,RAISE,98,"['Ad', '2s']","['8h', '2h']","['2d', 'Ah']",,,1,1
296,Pre-Flop,1,11709,-11709,FOLD,0,"['Ad', '2s']","['8h', '2h']","['2d', 'Ah']",,,2,2
297,Pre-Flop,1,11711,-11711,RAISE,34,"['Ad', '9d']","['3h', '4s']","['8s', '5s']",,,1,1
297,Pre-Flop,0,11711,-11711,RAISE,64,"['Ad', '9d']","['3h', '4s']","['8s', '5s']",,,2,2
297,Pre-Flop,1,11711,-11711,CALL,0,"['Ad', '9d']","['3h', '4s']","['8s', '5s']",,,36,36
297,Pre-Flop,0,11711,-11711,CHECK,0,"['Ad', '9d']","['3h', '4s']","['8s', '5s']",,,100,100
297,Flop,1,11711,-11711,FOLD,0,"['Ad', '9d']","['3h', '4s']","['8s', '5s', 'Ah']",,,100,100
298,Pre-Flop,0,11811,-11811,RAISE,98,"['9s', '5d']","['7s', '8d']","['9d', '2h']",,,1,1
298,Pre-Flop,1,11811,-11811,DISCARD,0,"['9s', '5d']","['7s', '8d']","['9d', '2h']",,,2,2
298,Pre-Flop,1,11811,-11811,CALL,0,"['9s', '5d']","['7s', '2s']","['9d', '2h']",,8d,2,2
298,Flop,0,11811,-11811,CHECK,0,"['9s', '5d']","['7s', '2s']","['9d', '2h', '8h']",,8d,100,100
298,Flop,1,11811,-11811,CHECK,0,"['9s', '5d']","['7s', '2s']","['9d', '2h', '8h']",,8d,100,100
298,Turn,0,11811,-11811,CHECK,0,"['9s', '5d']","['7s', '2s']","['9d', '2h', '8h', '7h']",,8d,100,100
298,Turn,1,11811,-11811,FOLD,0,"['9s', '5d']","['7s', '2s']","['9d', '2h', '8h', '7h']",,8d,100,100
299,Pre-Flop,1,11911,-11911,CALL,0,"['3h', '7s']","['7h', '5d']","['2s', '9d']",,,1,1
299,Pre-Flop,0,11911,-11911,RAISE,98,"['3h', '7s']","['7h', '5d']","['2s', '9d']",,,2,2
299,Pre-Flop,1,11911,-11911,CALL,0,"['3h', '7s']","['7h', '5d']","['2s', '9d']",,,2,2
299,Pre-Flop,0,11911,-11911,CHECK,0,"['3h', '7s']","['7h', '5d']","['2s', '9d']",,,100,100
299,Flop,1,11911,-11911,FOLD,0,"['3h', '7s']","['7h', '5d']","['2s', '9d', '9s']",,,100,100
300,Pre-Flop,0,12011,-12011,RAISE,98,"['8h', 'As']","['3s', '4h']","['Ah', '7d']",,,1,1
300,Pre-Flop,1,12011,-12011,CALL,0,"['8h', 'As']","['3s', '4h']","['Ah', '7d']",,,2,2
300,Flop,0,12011,-12011,CHECK,0,"['8h', 'As']","['3s', '4h']","['Ah', '7d', 'Ad']",,,100,100
300,Flop,1,12011,-12011,CHECK,0,"['8h', 'As']","['3s', '4h']","['Ah', '7d', 'Ad']",,,100,100
300,Turn,0,12011,-12011,CHECK,0,"['8h', 'As']","['3s', '4h']","['Ah', '7d', 'Ad', '8s']",,,100,100
300,Turn,1,12011,-12011,CHECK,0,"['8h', 'As']","['3s', '4h']","['Ah', '7d', 'Ad', '8s']",,,100,100
300,River,0,12011,-12011,CHECK,0,"['8h', 'As']","['3s', '4h']","['Ah', '7d', 'Ad', '8s', '9h']",,,100,100
300,River,1,12011,-12011,FOLD,0,"['8h', 'As']","['3s', '4h']","['Ah', '7d', 'Ad', '8s', '9h']",,,100,100
301,Pre-Flop,1,12111,-12111,DISCARD,0,"['9s', '2s']","['7h', '3s']","['4d', '7d']",,,1,1
301,Pre-Flop,1,12111,-12111,CALL,0,"['9s', '2s']","['7h', '8d']","['4d', '7d']",,3s,1,1
301,Pre-Flop,0,12111,-12111,RAISE,98,"['9s', '2s']","['7h', '8d']","['4d', '7d']",,3s,2,2
301,Pre-Flop,1,12111,-12111,FOLD,0,"['9s', '2s']","['7h', '8d']","['4d', '7d']",,3s,2,2
302,Pre-Flop,0,12113,-12113,RAISE,98,"['2h', '2s']","['8h', '9s']","['7h', '2d']",,,1,1
302,Pre-Flop,1,12113,-12113,FOLD,0,"['2h', '2s']","['8h', '9s']","['7h', '2d']",,,2,2
303,Pre-Flop,1,12115,-12115,CALL,0,"['5s', '8h']","['7s', '9h']","['4d', '6s']",,,1,1
